id,user,uid,version,changeset,timestamp
15158235,kre3d,1745406,10,18592383,2013-10-28T22:42:11Z
15158241,UnseenWanderer,8161298,16,58350141,2018-04-23T19:49:49Z
15158243,kre3d,1745406,14,58188623,2018-04-18T04:50:17Z
15158244,kre3d,1745406,10,58188623,2018-04-18T04:50:17Z
15158245,UnseenWanderer,8161298,11,58355762,2018-04-23T22:24:20Z
15158253,kre3d,1745406,6,18529897,2013-10-25T04:14:27Z
15158258,UnseenWanderer,8161298,10,58934349,2018-05-13T21:13:41Z
15158260,kre3d,1745406,7,53892916,2017-11-18T07:03:25Z
15158276,homeslice60148,365944,3,7481526,2011-03-07T07:57:54Z
15158277,balrog-kun,20587,2,4351802,2010-04-07T10:34:01Z
15158278,DaveHansenTiger,7168,1,64397,2007-12-04T02:54:36Z
15158280,balrog-kun,20587,2,4351802,2010-04-07T10:34:02Z
15158281,balrog-kun,20587,2,4351802,2010-04-07T10:34:02Z
15158282,kre3d,1745406,6,41185428,2016-08-02T07:55:20Z
15158284,Bellhalla,219655,4,14249365,2012-12-12T13:59:14Z
15158287,balrog-kun,20587,2,4351802,2010-04-07T10:34:05Z
15158288,balrog-kun,20587,2,4351802,2010-04-07T10:34:06Z
15158289,balrog-kun,20587,2,4351802,2010-04-07T10:34:06Z
15158291,balrog-kun,20587,2,4351802,2010-04-07T10:34:07Z
15158293,balrog-kun,20587,2,4351802,2010-04-07T10:34:08Z
15158295,DaveHansenTiger,7168,1,64397,2007-12-04T02:54:46Z
15158301,kre3d,1745406,3,20014847,2014-01-15T14:04:21Z
15158303,DaveHansenTiger,7168,1,64397,2007-12-04T02:54:49Z
15158305,DaveHansenTiger,7168,1,64397,2007-12-04T02:54:51Z
15158306,DaveHansenTiger,7168,1,64397,2007-12-04T02:54:51Z
15158307,homeslice60148,365944,4,9338914,2011-09-19T03:40:32Z
15158308,balrog-kun,20587,2,4351802,2010-04-07T10:34:12Z
15158309,balrog-kun,20587,2,4351802,2010-04-07T10:34:13Z
15158310,DaveHansenTiger,7168,1,64397,2007-12-04T02:54:53Z
15158314,balrog-kun,20587,2,4351802,2010-04-07T10:34:16Z
15158316,balrog-kun,20587,2,4351802,2010-04-07T10:34:17Z
15158323,kre3d,1745406,3,30450358,2015-04-24T10:14:10Z
15158324,kre3d,1745406,3,30450358,2015-04-24T10:14:20Z
15158326,kre3d,1745406,3,30450358,2015-04-24T10:14:09Z
15158327,balrog-kun,20587,2,4351802,2010-04-07T10:34:20Z
15158329,balrog-kun,20587,2,4351802,2010-04-07T10:34:21Z
15158334,balrog-kun,20587,2,4351802,2010-04-07T10:34:22Z
15158336,balrog-kun,20587,2,4351802,2010-04-07T10:34:23Z
15158341,kre3d,1745406,2,19183437,2013-11-29T18:45:46Z
15158342,kre3d,1745406,3,19192423,2013-11-30T10:36:41Z
15158343,kre3d,1745406,3,51749908,2017-09-05T12:55:35Z
15158344,balrog-kun,20587,2,4351802,2010-04-07T10:34:26Z
15158349,balrog-kun,20587,2,4351802,2010-04-07T10:34:27Z
15158350,balrog-kun,20587,2,4351802,2010-04-07T10:34:28Z
15158351,balrog-kun,20587,2,4351802,2010-04-07T10:34:28Z
15158354,kre3d,1745406,4,20106506,2014-01-20T16:25:37Z
15158355,balrog-kun,20587,2,4351802,2010-04-07T10:34:29Z
15158357,balrog-kun,20587,2,4351802,2010-04-07T10:34:29Z
15158358,DaveHansenTiger,7168,1,64397,2007-12-04T02:55:13Z
15158362,homeslice60148,365944,3,8709551,2011-07-13T07:06:30Z
15158363,balrog-kun,20587,2,4351802,2010-04-07T10:34:32Z
15158364,balrog-kun,20587,2,4351802,2010-04-07T10:34:33Z
15158365,balrog-kun,20587,2,4351802,2010-04-07T10:34:33Z
15158367,balrog-kun,20587,2,4351802,2010-04-07T10:34:34Z
15158368,balrog-kun,20587,2,4351802,2010-04-07T10:34:34Z
15158371,kre3d,1745406,3,25256833,2014-09-05T20:59:12Z
15158373,kre3d,1745406,3,19103069,2013-11-25T03:55:04Z
15158374,DaveHansenTiger,7168,1,64397,2007-12-04T02:55:19Z
15158376,DaveHansenTiger,7168,1,64397,2007-12-04T02:55:19Z
15158377,balrog-kun,20587,2,4351802,2010-04-07T10:34:38Z
15158378,balrog-kun,20587,2,4351802,2010-04-07T10:34:38Z
15158379,balrog-kun,20587,2,4351802,2010-04-07T10:34:38Z
15158388,kre3d,1745406,10,18444394,2013-10-20T03:45:55Z
15158389,kre3d,1745406,5,31715101,2015-06-04T11:30:38Z
15158393,balrog-kun,20587,2,4351802,2010-04-07T10:34:42Z
15158394,DaveHansenTiger,7168,1,64397,2007-12-04T02:55:28Z
15158399,balrog-kun,20587,2,4351802,2010-04-07T10:34:45Z
15158402,balrog-kun,20587,2,4351802,2010-04-07T10:34:46Z
15158403,balrog-kun,20587,2,4351802,2010-04-07T10:34:46Z
15158404,DaveHansenTiger,7168,1,64397,2007-12-04T02:55:37Z
15158406,homeslice60148,365944,2,7427184,2011-03-01T08:02:47Z
15158407,balrog-kun,20587,2,4351802,2010-04-07T10:34:47Z
15158408,balrog-kun,20587,2,4351802,2010-04-07T10:34:47Z
15158409,DaveHansenTiger,7168,1,64397,2007-12-04T02:55:43Z
15158411,kre3d,1745406,3,21105731,2014-03-14T20:01:22Z
15158412,kre3d,1745406,2,22184206,2014-05-07T10:15:06Z
15158414,DaveHansenTiger,7168,1,64397,2007-12-04T02:55:45Z
15158416,balrog-kun,20587,2,4351802,2010-04-07T10:34:50Z
15158419,DaveHansenTiger,7168,1,64397,2007-12-04T02:55:47Z
15158421,balrog-kun,20587,2,4351802,2010-04-07T10:34:51Z
15158422,kre3d,1745406,2,32155662,2015-06-23T08:32:27Z
15158423,DaveHansenTiger,7168,1,64397,2007-12-04T02:55:49Z
15158425,kre3d,1745406,2,21337313,2014-03-27T03:39:20Z
15158426,balrog-kun,20587,2,4351802,2010-04-07T10:34:51Z
15158427,kre3d,1745406,4,27686818,2014-12-25T10:44:55Z
15158428,homeslice60148,365944,4,8045530,2011-05-04T04:18:54Z
15158429,balrog-kun,20587,2,4351802,2010-04-07T10:34:53Z
15158430,balrog-kun,20587,2,4351802,2010-04-07T10:34:53Z
15158431,allofit333,543876,3,9673440,2011-10-28T04:07:56Z
15158435,homeslice60148,365944,3,13633563,2012-10-26T01:46:00Z
15158436,balrog-kun,20587,2,4351802,2010-04-07T10:34:55Z
15158437,balrog-kun,20587,2,4351802,2010-04-07T10:34:56Z
15158442,balrog-kun,20587,2,4351802,2010-04-07T10:34:56Z
15158443,balrog-kun,20587,2,4351802,2010-04-07T10:34:57Z
15158444,balrog-kun,20587,2,4351802,2010-04-07T10:34:57Z
15158445,balrog-kun,20587,2,4351802,2010-04-07T10:34:58Z
15158447,kre3d,1745406,2,19183437,2013-11-29T18:45:55Z
15158449,kre3d,1745406,3,18120970,2013-10-01T04:08:02Z
15158450,balrog-kun,20587,2,4351802,2010-04-07T10:34:58Z
15158451,DaveHansenTiger,7168,1,64397,2007-12-04T02:56:07Z
15158455,balrog-kun,20587,2,4351802,2010-04-07T10:34:59Z
15158456,kre3d,1745406,5,33453954,2015-08-20T03:41:28Z
15158457,balrog-kun,20587,2,4351802,2010-04-07T10:35:00Z
15158458,balrog-kun,20587,2,4351802,2010-04-07T10:35:00Z
15158459,balrog-kun,20587,2,4351802,2010-04-07T10:35:00Z
15158460,balrog-kun,20587,2,4351802,2010-04-07T10:35:01Z
15158461,balrog-kun,20587,2,4351802,2010-04-07T10:35:01Z
15158464,balrog-kun,20587,2,4351802,2010-04-07T10:35:01Z
15158465,kre3d,1745406,3,18395095,2013-10-16T23:08:38Z
15158466,balrog-kun,20587,2,4351802,2010-04-07T10:35:02Z
15158467,DaveHansenTiger,7168,1,64397,2007-12-04T02:56:16Z
15158468,peace2,119748,3,5897008,2010-09-27T22:31:49Z
15158469,balrog-kun,20587,2,4351802,2010-04-07T10:35:03Z
15158470,balrog-kun,20587,2,4351802,2010-04-07T10:35:03Z
15158471,kre3d,1745406,3,25260748,2014-09-06T04:54:12Z
15158473,calfarome,2511706,6,45036324,2017-01-09T20:28:13Z
15158475,kre3d,1745406,3,19253637,2013-12-03T15:38:59Z
15158478,kre3d,1745406,8,32130039,2015-06-22T03:59:31Z
15158481,balrog-kun,20587,2,4351802,2010-04-07T10:35:07Z
15158483,balrog-kun,20587,2,4351802,2010-04-07T10:35:08Z
15158484,DaveHansenTiger,7168,1,64397,2007-12-04T02:56:25Z
15158485,balrog-kun,20587,2,4351802,2010-04-07T10:35:08Z
15158491,kre3d,1745406,8,18722693,2013-11-05T02:34:12Z
15158492,balrog-kun,20587,2,4351802,2010-04-07T10:35:11Z
15158493,kre3d,1745406,3,34256459,2015-09-26T05:38:05Z
15158494,kre3d,1745406,2,31655596,2015-06-02T06:53:44Z
15158498,balrog-kun,20587,2,4351802,2010-04-07T10:35:14Z
15158502,balrog-kun,20587,2,4351802,2010-04-07T10:35:16Z
15158504,balrog-kun,20587,2,4351802,2010-04-07T10:35:17Z
15158505,balrog-kun,20587,2,4351802,2010-04-07T10:35:17Z
15158507,kre3d,1745406,3,22571696,2014-05-26T21:07:37Z
15158508,balrog-kun,20587,2,4351802,2010-04-07T10:35:18Z
15158509,balrog-kun,20587,2,4351802,2010-04-07T10:35:19Z
15158511,balrog-kun,20587,2,4351802,2010-04-07T10:35:19Z
15158513,balrog-kun,20587,2,4351802,2010-04-07T10:35:19Z
15158514,DaveHansenTiger,7168,1,64397,2007-12-04T02:56:43Z
15158516,balrog-kun,20587,2,4351802,2010-04-07T10:35:20Z
15158520,balrog-kun,20587,2,4351802,2010-04-07T10:35:20Z
15158521,balrog-kun,20587,2,4351802,2010-04-07T10:35:20Z
15158523,DaveHansenTiger,7168,1,64397,2007-12-04T02:56:45Z
15158524,DaveHansenTiger,7168,1,64397,2007-12-04T02:56:46Z
15158526,homeslice60148,365944,2,8089393,2011-05-09T04:07:32Z
15158531,balrog-kun,20587,2,4351802,2010-04-07T10:35:21Z
15158539,balrog-kun,20587,2,4351802,2010-04-07T10:35:24Z
15158540,balrog-kun,20587,2,4351802,2010-04-07T10:35:24Z
15158541,balrog-kun,20587,2,4351802,2010-04-07T10:35:25Z
15158543,balrog-kun,20587,2,4351802,2010-04-07T10:35:25Z
15158548,balrog-kun,20587,2,4351802,2010-04-07T10:35:25Z
15158549,kre3d,1745406,2,18669693,2013-11-02T04:32:35Z
15158550,balrog-kun,20587,2,4351802,2010-04-07T10:35:26Z
15158551,kre3d,1745406,3,33282070,2015-08-12T03:30:07Z
15158557,kre3d,1745406,4,19252589,2013-12-03T14:33:00Z
15158559,kre3d,1745406,2,19183437,2013-11-29T18:45:52Z
15158562,balrog-kun,20587,2,4351802,2010-04-07T10:35:28Z
15158565,kre3d,1745406,4,18510944,2013-10-23T21:38:20Z
15158568,balrog-kun,20587,2,4351802,2010-04-07T10:35:29Z
15158572,balrog-kun,20587,2,4351802,2010-04-07T10:35:30Z
15158574,homeslice60148,365944,3,10723145,2012-02-18T18:46:16Z
15158576,balrog-kun,20587,2,4351802,2010-04-07T10:35:30Z
15158577,kre3d,1745406,3,33282070,2015-08-12T03:30:04Z
15158578,balrog-kun,20587,2,4351802,2010-04-07T10:35:31Z
15158580,balrog-kun,20587,2,4351802,2010-04-07T10:35:32Z
15158581,balrog-kun,20587,2,4351802,2010-04-07T10:35:32Z
15158582,kre3d,1745406,5,24067902,2014-07-10T17:20:19Z
15158583,kre3d,1745406,3,58323206,2018-04-23T00:44:20Z
15158585,balrog-kun,20587,2,4351802,2010-04-07T10:35:34Z
15158586,balrog-kun,20587,2,4351802,2010-04-07T10:35:35Z
15158587,balrog-kun,20587,2,4351802,2010-04-07T10:35:35Z
15158588,balrog-kun,20587,2,4351802,2010-04-07T10:35:35Z
15158589,balrog-kun,20587,2,4351802,2010-04-07T10:35:36Z
15158592,kre3d,1745406,3,19122675,2013-11-26T08:30:59Z
15158594,balrog-kun,20587,2,4351802,2010-04-07T10:35:37Z
15158595,balrog-kun,20587,2,4351802,2010-04-07T10:35:37Z
15158601,karitotp,2748195,4,33485413,2015-08-21T14:51:09Z
15158602,balrog-kun,20587,2,4351802,2010-04-07T10:35:38Z
15158604,balrog-kun,20587,2,4351802,2010-04-07T10:35:38Z
15158606,balrog-kun,20587,2,4351802,2010-04-07T10:35:38Z
15158614,peace2,119748,3,6007514,2010-10-10T22:25:26Z
15158615,balrog-kun,20587,2,4351802,2010-04-07T10:35:40Z
15158624,homeslice60148,365944,3,8736092,2011-07-16T02:57:29Z
15158630,animebirder,3343450,5,55197711,2018-01-05T20:59:37Z
15158633,balrog-kun,20587,3,4351802,2010-04-07T10:35:44Z
15158638,balrog-kun,20587,2,4351802,2010-04-07T10:35:45Z
15158640,balrog-kun,20587,2,4351802,2010-04-07T10:35:45Z
15158641,DaveHansenTiger,7168,1,64397,2007-12-04T02:57:44Z
15158645,DaveHansenTiger,7168,1,64397,2007-12-04T02:57:44Z
15158648,happy5214,199837,3,10572746,2012-02-03T00:47:19Z
15158650,balrog-kun,20587,2,4351802,2010-04-07T10:35:46Z
15158652,balrog-kun,20587,2,4351802,2010-04-07T10:35:46Z
15158654,DaveHansenTiger,7168,1,64397,2007-12-04T02:57:48Z
15158657,DaveHansenTiger,7168,1,64397,2007-12-04T02:57:49Z
15158659,kre3d,1745406,6,52767513,2017-10-09T18:05:21Z
15158660,RoadGeek_MD99,475877,4,46356231,2017-02-24T03:20:11Z
15158661,GVELAYO,4895947,3,44499726,2016-12-18T19:59:30Z
15158663,balrog-kun,20587,2,4351802,2010-04-07T10:35:48Z
15158665,balrog-kun,20587,2,4351802,2010-04-07T10:35:48Z
15158666,kre3d,1745406,3,34358173,2015-09-30T23:36:42Z
15158667,balrog-kun,20587,2,4351802,2010-04-07T10:35:49Z
15158669,Luis36995,1829683,4,45036460,2017-01-09T20:33:50Z
15158671,balrog-kun,20587,2,4351802,2010-04-07T10:35:49Z
15158685,DaveHansenTiger,7168,1,64397,2007-12-04T02:58:01Z
15158689,balrog-kun,20587,2,4351802,2010-04-07T10:35:50Z
15158693,balrog-kun,20587,2,4351802,2010-04-07T10:35:52Z
15158696,kre3d,1745406,15,21852345,2014-04-22T00:16:29Z
15158698,alhazen,595704,5,10663556,2012-02-12T14:34:26Z
15158700,balrog-kun,20587,2,4351802,2010-04-07T10:35:53Z
15158708,DaveHansenTiger,7168,1,64397,2007-12-04T02:58:08Z
15158710,balrog-kun,20587,2,4351802,2010-04-07T10:35:54Z
15158711,homeslice60148,365944,3,7090478,2011-01-26T05:40:49Z
15158720,kre3d,1745406,2,20913697,2014-03-04T16:40:30Z
15158725,balrog-kun,20587,2,4351802,2010-04-07T10:35:56Z
15158733,balrog-kun,20587,2,4351802,2010-04-07T10:35:57Z
15158735,balrog-kun,20587,2,4351802,2010-04-07T10:35:57Z
15158741,kre3d,1745406,2,34419139,2015-10-04T03:04:40Z
15158744,balrog-kun,20587,2,4351802,2010-04-07T10:35:58Z
15158746,homeslice60148,365944,3,9348014,2011-09-20T04:27:19Z
15158749,balrog-kun,20587,2,4351802,2010-04-07T10:35:58Z
15158752,kre3d,1745406,3,18326388,2013-10-13T05:11:03Z
15158756,kre3d,1745406,3,25447438,2014-09-15T06:25:41Z
15158777,Anteaus,7501675,6,55590229,2018-01-19T22:06:50Z
15158780,kre3d,1745406,3,19274467,2013-12-04T16:20:55Z
15158782,kre3d,1745406,3,18592383,2013-10-28T22:51:44Z
15158784,kre3d,1745406,4,19274467,2013-12-04T16:20:55Z
15158813,Koen Stokes,6044548,4,48852697,2017-05-20T23:50:09Z
15158815,kre3d,1745406,2,32479209,2015-07-07T18:31:08Z
15158816,kre3d,1745406,2,32479209,2015-07-07T18:31:07Z
15158818,kre3d,1745406,2,32479209,2015-07-07T18:31:07Z
15158820,DaveHansenTiger,7168,1,64397,2007-12-04T02:58:50Z
15158822,balrog-kun,20587,2,4351802,2010-04-07T10:36:05Z
15158825,balrog-kun,20587,2,4351802,2010-04-07T10:36:05Z
15158829,balrog-kun,20587,2,4351802,2010-04-07T10:36:06Z
15158833,balrog-kun,20587,2,4351802,2010-04-07T10:36:06Z
15158835,balrog-kun,20587,2,4351802,2010-04-07T10:36:07Z
15158841,DaveHansenTiger,7168,1,64397,2007-12-04T02:58:55Z
15158843,kre3d,1745406,2,32220618,2015-06-26T08:24:09Z
15158849,balrog-kun,20587,2,4351802,2010-04-07T10:36:07Z
15158851,kre3d,1745406,2,19103069,2013-11-25T03:55:06Z
15158855,DaveHansenTiger,7168,1,64397,2007-12-04T02:59:02Z
15158856,kre3d,1745406,4,18965499,2013-11-18T05:09:18Z
15158861,balrog-kun,20587,2,4351802,2010-04-07T10:36:10Z
15158862,balrog-kun,20587,2,4351802,2010-04-07T10:36:10Z
15158864,DaveHansenTiger,7168,1,64397,2007-12-04T02:59:04Z
15158871,yurasi,3526564,5,45304766,2017-01-19T18:13:27Z
15158874,balrog-kun,20587,2,4351802,2010-04-07T10:36:11Z
15158875,homeslice60148,365944,3,8679823,2011-07-10T04:45:47Z
15158876,DaveHansenTiger,7168,1,64397,2007-12-04T02:59:11Z
15158877,balrog-kun,20587,2,4351802,2010-04-07T10:36:11Z
15158879,balrog-kun,20587,2,4351802,2010-04-07T10:36:11Z
15158880,homeslice60148,365944,4,8679823,2011-07-10T04:45:47Z
15158882,balrog-kun,20587,2,4351802,2010-04-07T10:36:13Z
15158883,balrog-kun,20587,2,4351802,2010-04-07T10:36:13Z
15158885,homeslice60148,365944,4,11526156,2012-05-07T08:42:06Z
15158888,balrog-kun,20587,2,4351802,2010-04-07T10:36:14Z
15158890,kre3d,1745406,3,48085785,2017-04-24T10:03:31Z
15158892,kre3d,1745406,3,27558578,2014-12-18T20:54:41Z
15158894,kre3d,1745406,3,47670507,2017-04-11T21:11:02Z
15158895,kre3d,1745406,2,20913697,2014-03-04T16:40:25Z
15158898,balrog-kun,20587,2,4351802,2010-04-07T10:36:15Z
15158899,homeslice60148,365944,3,9345450,2011-09-19T18:37:54Z
15158903,homeslice60148,365944,3,7308508,2011-02-16T22:35:10Z
15158906,homeslice60148,365944,4,9431457,2011-09-29T22:18:21Z
15158911,balrog-kun,20587,2,4351802,2010-04-07T10:36:17Z
15158913,balrog-kun,20587,2,4351802,2010-04-07T10:36:18Z
15158917,kre3d,1745406,3,32529405,2015-07-09T20:29:46Z
15158922,balrog-kun,20587,2,4351802,2010-04-07T10:36:18Z
15158927,DaveHansenTiger,7168,1,64397,2007-12-04T02:59:29Z
15158930,homeslice60148,365944,2,7427184,2011-03-01T08:02:48Z
15158935,kre3d,1745406,2,20916154,2014-03-04T18:57:53Z
15158936,DaveHansenTiger,7168,1,64397,2007-12-04T02:59:33Z
15158944,kre3d,1745406,3,19370088,2013-12-10T02:57:53Z
15158952,homeslice60148,365944,3,8099113,2011-05-10T06:00:14Z
15158956,DaveHansenTiger,7168,1,64397,2007-12-04T02:59:39Z
15158958,DaveHansenTiger,7168,1,64397,2007-12-04T02:59:40Z
15158963,homeslice60148,365944,3,11715418,2012-05-27T12:48:59Z
15158965,DaveHansenTiger,7168,1,64397,2007-12-04T02:59:41Z
15158979,balrog-kun,20587,2,4351802,2010-04-07T10:36:23Z
15158985,balrog-kun,20587,2,4351802,2010-04-07T10:36:23Z
15158987,kre3d,1745406,3,33282070,2015-08-12T03:30:03Z
15158988,balrog-kun,20587,2,4351802,2010-04-07T10:36:24Z
15158998,balrog-kun,20587,2,4351802,2010-04-07T10:36:26Z
15159000,kre3d,1745406,3,34419139,2015-10-04T03:04:40Z
15159006,kre3d,1745406,3,34419139,2015-10-04T03:04:40Z
15159010,balrog-kun,20587,2,4351802,2010-04-07T10:36:28Z
15159011,DaveHansenTiger,7168,1,64397,2007-12-04T03:00:04Z
15159014,balrog-kun,20587,2,4351802,2010-04-07T10:36:28Z
15159023,kre3d,1745406,5,31683023,2015-06-03T05:41:36Z
15159025,DaveHansenTiger,7168,1,64397,2007-12-04T03:00:12Z
15159027,DaveHansenTiger,7168,1,64397,2007-12-04T03:00:13Z
15159028,balrog-kun,20587,2,4351802,2010-04-07T10:36:29Z
15159030,balrog-kun,20587,2,4351802,2010-04-07T10:36:30Z
15159031,DaveHansenTiger,7168,1,64397,2007-12-04T03:00:14Z
15159033,balrog-kun,20587,2,4351802,2010-04-07T10:36:30Z
15159036,balrog-kun,20587,2,4351802,2010-04-07T10:36:30Z
15159038,kre3d,1745406,3,19113519,2013-11-25T17:35:43Z
15159041,homeslice60148,365944,3,8089393,2011-05-09T04:07:35Z
15159042,balrog-kun,20587,2,4351802,2010-04-07T10:36:31Z
15159045,kre3d,1745406,3,33282070,2015-08-12T03:30:15Z
15159047,balrog-kun,20587,2,4351802,2010-04-07T10:36:32Z
15159050,balrog-kun,20587,2,4351802,2010-04-07T10:36:33Z
15159051,kre3d,1745406,5,38456954,2016-04-10T17:52:58Z
15159053,balrog-kun,20587,2,4351802,2010-04-07T10:36:34Z
15159054,kre3d,1745406,3,33328583,2015-08-14T04:46:48Z
15159055,balrog-kun,20587,2,4351802,2010-04-07T10:36:34Z
15159056,homeslice60148,365944,4,11565724,2012-05-11T08:31:00Z
15159059,DaveHansenTiger,7168,1,64397,2007-12-04T03:00:27Z
15159060,kre3d,1745406,4,27864541,2015-01-02T14:57:58Z
15159062,balrog-kun,20587,2,4351802,2010-04-07T10:36:36Z
15159063,kre3d,1745406,4,33428184,2015-08-18T22:31:49Z
15159064,balrog-kun,20587,2,4351802,2010-04-07T10:36:36Z
15159066,DaveHansenTiger,7168,1,64397,2007-12-04T03:00:31Z
15159068,homeslice60148,365944,3,8690011,2011-07-11T03:02:51Z
15159070,balrog-kun,20587,2,4351802,2010-04-07T10:36:38Z
15159071,kre3d,1745406,3,18121749,2013-10-01T06:27:38Z
15159073,balrog-kun,20587,2,4351802,2010-04-07T10:36:38Z
15159074,balrog-kun,20587,2,4351802,2010-04-07T10:36:39Z
15159078,kre3d,1745406,3,32129175,2015-06-22T02:12:01Z
15159084,kre3d,1745406,5,38378489,2016-04-07T11:48:44Z
15159086,balrog-kun,20587,2,4351802,2010-04-07T10:36:41Z
15159089,DaveHansenTiger,7168,1,64397,2007-12-04T03:00:38Z
15159091,kre3d,1745406,3,29782051,2015-03-27T16:48:39Z
15159093,balrog-kun,20587,2,4351802,2010-04-07T10:36:42Z
15159095,Roadrunner21,330773,3,13866027,2012-11-13T23:17:05Z
15159107,DaveHansenTiger,7168,1,64397,2007-12-04T03:00:47Z
15159113,homeslice60148,365944,2,6765216,2010-12-26T02:11:45Z
15159116,kre3d,1745406,2,58250056,2018-04-20T03:22:20Z
15159118,DaveHansenTiger,7168,1,64397,2007-12-04T03:00:51Z
15159119,balrog-kun,20587,2,4351802,2010-04-07T10:36:43Z
15159124,happy5214,199837,6,56429170,2018-02-17T00:21:15Z
15159127,happy5214,199837,6,56429170,2018-02-17T00:21:15Z
15159129,happy5214,199837,2,11048579,2012-03-21T06:16:33Z
15159130,DaveHansenTiger,7168,1,64397,2007-12-04T03:00:54Z
15159132,homeslice60148,365944,2,10597827,2012-02-05T20:20:12Z
15159136,homeslice60148,365944,3,9440319,2011-10-01T06:19:30Z
15159139,balrog-kun,20587,2,4351802,2010-04-07T10:36:45Z
15159143,DaveHansenTiger,7168,1,64397,2007-12-04T03:00:59Z
15159144,balrog-kun,20587,2,4351802,2010-04-07T10:36:46Z
15159146,kre3d,1745406,3,22573698,2014-05-26T23:56:51Z
15159147,DaveHansenTiger,7168,1,64397,2007-12-04T03:01:01Z
15159150,kre3d,1745406,4,19546760,2013-12-20T09:40:22Z
15159151,balrog-kun,20587,2,4351802,2010-04-07T10:36:47Z
15159152,balrog-kun,20587,2,4351802,2010-04-07T10:36:47Z
15159155,DaveHansenTiger,7168,1,64397,2007-12-04T03:01:08Z
15159162,DaveHansenTiger,7168,1,64397,2007-12-04T03:01:11Z
15159164,balrog-kun,20587,2,4351802,2010-04-07T10:36:48Z
15159168,DaveHansenTiger,7168,1,64397,2007-12-04T03:01:14Z
15159170,DaveHansenTiger,7168,1,64397,2007-12-04T03:01:15Z
15159174,balrog-kun,20587,2,4351802,2010-04-07T10:36:49Z
15159175,kre3d,1745406,2,29858478,2015-03-30T18:53:52Z
15159177,DaveHansenTiger,7168,1,64397,2007-12-04T03:01:18Z
15159183,homeslice60148,365944,3,10985801,2012-03-15T08:06:47Z
15159185,balrog-kun,20587,2,4351802,2010-04-07T10:36:50Z
15159186,balrog-kun,20587,2,4351802,2010-04-07T10:36:50Z
15159187,balrog-kun,20587,2,4351802,2010-04-07T10:36:51Z
15159188,balrog-kun,20587,2,4351802,2010-04-07T10:36:51Z
15159189,DaveHansenTiger,7168,1,64397,2007-12-04T03:01:22Z
15159195,homeslice60148,365944,2,7423415,2011-02-28T19:21:57Z
15159212,DaveHansenTiger,7168,1,64397,2007-12-04T03:01:39Z
15159214,balrog-kun,20587,2,4351802,2010-04-07T10:36:52Z
15159216,DaveHansenTiger,7168,1,64397,2007-12-04T03:01:40Z
15159220,balrog-kun,20587,2,4351802,2010-04-07T10:36:52Z
15159226,kre3d,1745406,2,25381414,2014-09-12T04:05:50Z
15159229,kre3d,1745406,3,29858478,2015-03-30T18:53:54Z
15159232,kre3d,1745406,4,38352649,2016-04-06T14:25:28Z
15159234,balrog-kun,20587,2,4351802,2010-04-07T10:36:53Z
15159235,kre3d,1745406,6,52767513,2017-10-09T18:05:21Z
15159238,balrog-kun,20587,2,4351802,2010-04-07T10:36:54Z
15159239,kre3d,1745406,2,32321056,2015-07-01T00:03:59Z
15159240,kre3d,1745406,4,32321056,2015-07-01T00:03:59Z
15159242,DaveHansenTiger,7168,1,64397,2007-12-04T03:01:47Z
15159243,kre3d,1745406,3,29782051,2015-03-27T16:48:39Z
15159245,balrog-kun,20587,2,4351802,2010-04-07T10:36:54Z
15159250,balrog-kun,20587,2,4351802,2010-04-07T10:36:55Z
15159261,kre3d,1745406,2,19183437,2013-11-29T18:45:54Z
15159264,balrog-kun,20587,2,4351802,2010-04-07T10:36:56Z
15159276,balrog-kun,20587,2,4351802,2010-04-07T10:36:58Z
15159278,homeslice60148,365944,3,7109159,2011-01-28T00:30:58Z
15159281,DaveHansenTiger,7168,1,64397,2007-12-04T03:02:00Z
15159283,balrog-kun,20587,2,4351802,2010-04-07T10:36:59Z
15159284,balrog-kun,20587,2,4351802,2010-04-07T10:36:59Z
15159285,kre3d,1745406,3,33683402,2015-08-30T14:13:51Z
15159286,DaveHansenTiger,7168,1,64397,2007-12-04T03:02:02Z
15159292,kre3d,1745406,2,32155662,2015-06-23T08:32:27Z
15159296,balrog-kun,20587,2,4351802,2010-04-07T10:37:01Z
15159297,kre3d,1745406,3,33282070,2015-08-12T03:30:11Z
15159301,DaveHansenTiger,7168,1,64397,2007-12-04T03:02:07Z
15159302,kre3d,1745406,4,34542851,2015-10-10T04:32:30Z
15159303,balrog-kun,20587,2,4351802,2010-04-07T10:37:02Z
15159307,balrog-kun,20587,2,4351802,2010-04-07T10:37:02Z
15159309,kre3d,1745406,4,20900427,2014-03-04T00:02:59Z
15159317,homeslice60148,365944,3,10983382,2012-03-14T22:30:22Z
15159318,balrog-kun,20587,2,4351802,2010-04-07T10:37:04Z
15159319,kre3d,1745406,2,25422813,2014-09-13T23:59:28Z
15159321,balrog-kun,20587,2,4351802,2010-04-07T10:37:04Z
15159323,balrog-kun,20587,2,4351802,2010-04-07T10:37:05Z
15159324,kre3d,1745406,3,20089093,2014-01-19T17:24:55Z
15159326,DaveHansenTiger,7168,1,64397,2007-12-04T03:02:20Z
15159327,homeslice60148,365944,3,7109159,2011-01-28T00:29:55Z
15159329,balrog-kun,20587,2,4351802,2010-04-07T10:37:06Z
